,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location,year,month
228375,38057268,12/29/2017 07:17:00 PM,01/04/2018 07:29:03 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11375.0,111-09 76 ROAD,76 ROAD,,,,,ADDRESS,Forest Hills,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/04/2018 07:29:03 PM,06 QUEENS,QUEENS,1029607.0,200195.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.716049498537224,-73.83638267194078,"(40.716049498537, -73.836382671941)",2017,12
5982,29434322,12/04/2014 10:11:00 AM,12/04/2014 12:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11366.0,159-06 UNION TURNPIKE,UNION TURNPIKE,159 ST,160 ST,,,ADDRESS,Fresh Meadows,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,12/04/2014 12:00:00 PM,08 QUEENS,QUEENS,1037538.0,201770.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7203282695909,-73.80776061338688,"(40.720328269591, -73.807760613387)",2014,12
683506,34600898,10/21/2016 12:06:28 PM,11/02/2016 03:02:22 PM,HPD,Department of Housing Preservation and Development,Sanitation,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10031.0,508 WEST  151 STREET,WEST  151 STREET,,,,,ADDRESS,NEW YORK,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,11/02/2016 03:02:22 PM,09 MANHATTAN,MANHATTAN,999357.0,241402.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82925526788,-73.9454114888502,"(40.82925526788, -73.94541148885)",2016,10
38255,32092467,11/29/2015 11:19:56 PM,11/30/2015 09:20:11 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11232,725 4 AVENUE,4 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",11/30/2015 09:20:11 AM,07 BROOKLYN,BROOKLYN,985022.0,180179.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66122641290937,-73.99721743736629,"(40.661226412909, -73.997217437366)",2015,11
60472,29166817,10/28/2014 12:01:00 PM,10/29/2014 03:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022.0,348 EAST   58 STREET,EAST   58 STREET,ED KOCH QUEENSBORO BRIDGE AP,1 AVE,,,ADDRESS,NEW YORK,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/29/2014 03:45:00 PM,06 MANHATTAN,MANHATTAN,994414.0,215929.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75934585752911,-73.96331136128825,"(40.759345857529, -73.963311361288)",2014,10
759642,29492295,12/13/2014 08:29:49 AM,12/15/2014 12:01:26 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10312.0,22 HILLIS STREET,HILLIS STREET,MOSELY AVENUE,SUMMIT PLACE,,,ADDRESS,STATEN ISLAND,,Closed,12/23/2014 08:29:49 AM,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,12/15/2014 12:01:26 PM,03 STATEN ISLAND,STATEN ISLAND,934915.0,135427.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.538254102886185,-74.17749380899744,"(40.538254102886, -74.177493808997)",2014,12
13759,36984965,08/19/2017 05:22:57 PM,08/19/2017 05:28:49 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Street/Sidewalk,10468.0,2400 WALTON AVENUE,WALTON AVENUE,EAST 184 STREET,EAST FORDHAM ROAD,,,ADDRESS,BRONX,Precinct,Closed,08/20/2017 01:22:57 AM,The Police Department responded to the complaint and determined that police action was not necessary.,08/19/2017 05:28:49 PM,05 BRONX,BRONX,1011599.0,253005.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8610726526304,-73.90112824093596,"(40.86107265263, -73.901128240936)",2017,8
153039,28601844,08/02/2014 12:41:53 AM,08/02/2014 02:05:46 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11211.0,,,,,SOUTH    4 STREET,KEAP STREET,INTERSECTION,BROOKLYN,Precinct,Closed,08/02/2014 08:41:53 AM,The Police Department responded to the complaint and took action to fix the condition.,08/02/2014 02:05:47 AM,01 BROOKLYN,BROOKLYN,996804.0,197551.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.708899709495455,-73.9547185546482,"(40.708899709495, -73.954718554648)",2014,8
39634,35412010,02/03/2017 12:26:06 PM,02/14/2017 12:33:22 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11102.0,25-49 12 STREET,12 STREET,,,,,ADDRESS,Astoria,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/14/2017 12:33:22 PM,01 QUEENS,QUEENS,1003930.0,221759.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.775331630138346,-73.92894472684391,"(40.775331630138, -73.928944726844)",2017,2
610205,35085244,12/22/2016 03:50:18 PM,12/25/2016 11:15:02 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11208.0,1053 BELMONT AVENUE,BELMONT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",12/25/2016 11:15:02 AM,05 BROOKLYN,BROOKLYN,1020258.0,184987.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67435010397648,-73.8701887722402,"(40.674350103976, -73.87018877224)",2016,12
461959,38273297,01/22/2018 12:20:43 PM,01/22/2018 02:52:43 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207.0,MALTA STREET,MALTA STREET,,,,,LATLONG,BROOKLYN,Precinct,Closed,01/22/2018 08:20:43 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/22/2018 02:52:43 PM,05 BROOKLYN,BROOKLYN,1013407.0,179212.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65852423989225,-73.89491203133005,"(40.658524239892, -73.89491203133)",2018,1
567302,31999697,11/16/2015 02:36:17 PM,12/09/2015 08:31:44 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11208.0,385 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,12/09/2015 08:31:44 PM,05 BROOKLYN,BROOKLYN,1017026.0,185063.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67457126289288,-73.8818399621513,"(40.674571262893, -73.881839962151)",2015,11
101483,24599662,12/14/2012 07:56:00 AM,12/14/2012 08:05:00 AM,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,11375.0,111-12 75 ROAD,75 ROAD,AUSTIN ST,QUEENS BLVD,,,ADDRESS,Forest Hills,,Closed,,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,12/14/2012 08:05:00 AM,06 QUEENS,QUEENS,1029243.0,200555.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71703946923403,-73.83769332811788,"(40.717039469234, -73.837693328118)",2012,12
586463,32160503,12/08/2015 07:39:14 AM,12/08/2015 10:59:28 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453.0,1824 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",12/08/2015 10:59:28 AM,05 BRONX,BRONX,1008596.0,248877.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84975132289096,-73.91199963298571,"(40.849751322891, -73.911999632986)",2015,12
476607,35521963,02/18/2017 05:33:27 PM,02/27/2017 11:38:28 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10033.0,258 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,02/27/2017 11:38:28 AM,12 MANHATTAN,MANHATTAN,1002625.0,247885.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84704302152559,-73.93358495066705,"(40.847043021526, -73.933584950667)",2017,2
570071,20874451,07/20/2011 08:52:00 AM,07/20/2011 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11203.0,,,,,EAST 46 STREET,FARRAGUT ROAD,INTERSECTION,BROOKLYN,DSNY Garage,Pending,,The Department of Sanitation removed the items.,07/20/2011 08:52:00 AM,17 BROOKLYN,BROOKLYN,1002919.0,171439.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.637217367755134,-73.93273448612969,"(40.637217367755, -73.93273448613)",2011,7
329589,32958768,03/21/2016 09:22:40 PM,04/10/2016 11:18:45 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226.0,2500 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,04/10/2016 11:18:45 AM,14 BROOKLYN,BROOKLYN,996884.0,173295.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64232235399411,-73.95447546869278,"(40.642322353994, -73.954475468693)",2016,3
844217,27586556,03/06/2014 06:34:00 AM,03/11/2014 08:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Manufacturing Noise (NK1),,11211.0,398 MORGAN AVENUE,MORGAN AVENUE,SKILLMAN AVE,JACKSON ST,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",03/11/2014 08:00:00 AM,01 BROOKLYN,BROOKLYN,1001779.0,200763.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.717707423958714,-73.93676570169863,"(40.717707423959, -73.936765701699)",2014,3
363378,22418310,12/29/2011 07:31:00 AM,12/29/2011 12:00:00 PM,DSNY,BCC - Staten Island,Derelict Vehicles,14 Derelict Vehicles,Street,10303.0,121 MARINERS LANE,MARINERS LANE,DEAD END,BEND,,,ADDRESS,STATEN ISLAND,DSNY Garage,Pending,,The Department of Sanitation removed the items.,12/29/2011 07:31:00 AM,01 STATEN ISLAND,STATEN ISLAND,941942.0,170695.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63509388106553,-74.1524334436871,"(40.635093881066, -74.152433443687)",2011,12
800909,33445932,05/26/2016 07:23:38 AM,05/26/2016 04:05:46 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457.0,2028 VALENTINE AVENUE,VALENTINE AVENUE,,,,,ADDRESS,BRONX,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",05/26/2016 04:05:46 PM,05 BRONX,BRONX,1011819.0,249468.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85136396669468,-73.90034744707572,"(40.851363966695, -73.900347447076)",2016,5
16308,29085720,10/16/2014 12:34:49 PM,10/16/2014 01:56:46 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,10463.0,3805 REVIEW PLACE,REVIEW PLACE,WEST 238 STREET,WEST 239 STREET,,,ADDRESS,BRONX,Precinct,Closed,10/16/2014 08:34:49 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/16/2014 01:56:46 PM,08 BRONX,BRONX,1012001.0,261709.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.884961189411285,-73.899638885275,"(40.884961189411, -73.899638885275)",2014,10
477929,33761472,07/05/2016 06:19:29 PM,07/08/2016 10:37:45 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11433.0,177-64 106 ROAD,106 ROAD,,,,,ADDRESS,Jamaica,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",07/08/2016 10:37:45 AM,12 QUEENS,QUEENS,1045257.0,195277.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70245672076012,-73.7799728427291,"(40.70245672076, -73.779972842729)",2016,7
695389,36074404,05/01/2017 10:23:17 AM,05/11/2017 02:00:54 PM,HPD,Department of Housing Preservation and Development,Sanitation,MOLD,RESIDENTIAL BUILDING,11207.0,330 HINSDALE STREET,HINSDALE STREET,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/11/2017 02:00:54 PM,05 BROOKLYN,BROOKLYN,1012157.0,182240.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66683945269431,-73.89940475760122,"(40.666839452694, -73.899404757601)",2017,5
572082,38824090,03/30/2018 08:17:17 AM,04/01/2018 02:10:08 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458.0,325 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,04/01/2018 02:10:08 AM,07 BRONX,BRONX,1014228.0,254195.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.864330304739255,-73.89161859982285,"(40.864330304739, -73.891618599823)",2018,3
132541,34947607,12/06/2016 06:18:04 AM,12/06/2016 07:07:48 PM,NYPD,New York City Police Department,Noise,Banging/Pounding,Residential Building/House,10461.0,3108 WILKINSON AVENUE,WILKINSON AVENUE,CONTINENTAL AVENUE,BRUCKNER BOULEVARD,,,ADDRESS,BRONX,Precinct,Closed,12/06/2016 02:18:04 PM,The Police Department responded to the complaint and took action to fix the condition.,12/06/2016 07:07:48 PM,10 BRONX,BRONX,1031658.0,249604.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.851653011156465,-73.8286353965202,"(40.851653011156, -73.82863539652)",2016,12
336100,28497780,07/17/2014 05:59:00 PM,07/18/2014 10:25:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10456.0,,,MARCY PL,SHERIDAN AVE,MARCY PLACE,SHERIDAN AVENUE,INTERSECTION,BRONX,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",07/18/2014 10:25:00 AM,04 BRONX,BRONX,1008123.0,244271.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83711049904183,-73.91372572164134,"(40.837110499042, -73.913725721641)",2014,7
769135,37587775,11/02/2017 07:00:05 PM,11/08/2017 04:50:25 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11413.0,,,,,138 AVENUE,FRANCIS LEWIS BOULEVARD,INTERSECTION,SPRINGFIELD GARDENS,,Closed,11/16/2017 10:36:33 AM,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212)  639-9675 with additional information.",11/08/2017 04:50:25 PM,13 QUEENS,QUEENS,1055644.0,183776.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67081153913816,-73.74263327475181,"(40.670811539138, -73.742633274752)",2017,11
